83947,14484
83955,14340
38960,10700
19655,8307
19656,7842
19657,7381
19658,6946
13810,6786
19659,6694
36878,6430
36877,5554
38949,5465
38959,5331
36876,4857
16037,4607
19654,4498
95437,4267
3781,4219
18021,4149
26454,4121
36875,4091
16039,3894
26015,3852
17030,3846
36879,3795
95438,3697
38558,3576
13808,3527
13809,3496
3780,3486
9811,3433
14570,3430
58671,3412
27132,3392
14220,3390
77038,3384
16048,3359
14051,3347
26453,3331
25953,3311
12705,3307
13245,3304
19660,3297
47489,3291
18840,3290
77039,3280
38456,3260
26455,3254
74184,3249
22828,3231
95439,3206
16040,3172
27141,3162
27142,3155
51621,3142
32167,3140
19943,3129
38472,3112
52799,3108
21162,3100
38561,3095
2282,3055
5173,3040
36874,3039
51268,3032
43982,3028
82194,3009
28517,2991
11843,2973
16664,2960
77037,2958
16049,2955
25990,2935
21250,2917
38448,2917
38462,2901
37194,2898
32340,2892
31039,2879
38565,2871
47757,2867
18488,2860
83379,2848
415,2845
19942,2845
18832,2825
23405,2817
35537,2813
82738,2807
15041,2803
34965,2796
17026,2794
13069,2793
53320,2788
95440,2782
27133,2765
53319,2762
5442,2761
83175,2752
24253,2749
13244,2734
96567,2729
53875,2726
9812,2724
25620,2722
28519,2722
17402,2714
24844,2710
48131,2694
79166,2690
51684,2689
76569,2686
677,2684
26003,2676
81979,2676
77040,2673
3867,2661
4722,2660
28227,2658
46671,2658
21883,2653
20362,2648
40362,2646
20417,2645
37195,2640
43981,2636
69621,2636
3819,2634
11265,2633
37229,2633
4739,2632
4721,2626
12077,2616
82199,2613
29605,2609
66053,2609
4740,2606
47770,2602
14571,2593
5212,2590
26452,2590
4741,2589
11844,2588
17029,2586
33594,2586
77036,2585
27918,2584
3812,2570
28247,2564
49237,2564
12706,2549
5254,2546
81438,2545
83176,2545
16665,2544
65114,2537
11362,2533
19944,2533
82189,2530
82186,2528
3811,2526
13084,2524
66064,2516
16050,2511
33873,2510
18489,2508
74046,2507
65113,2504
83857,2501
43983,2484
37196,2483
82190,2483
14572,2481
25991,2479
381,2478
38471,2477
25724,2473
46672,2472
90400,2470
51880,2467
51712,2460
86336,2460
74047,2457
17218,2455
95441,2454
37193,2452
21165,2442
10237,2440
26456,2438
44877,2431
54017,2418
12403,2415
29314,2415
4476,2413
3877,2407
46961,2403
21244,2402
53321,2398
69622,2398
36681,2397
36704,2391
5172,2388
40062,2387
16504,2384
38670,2384
62549,2380
20328,2377
68787,2373
3813,2361
5467,2360
20361,2360
59269,2360
11845,2347
16047,2342
54018,2340
9243,2339
83907,2338
43980,2335
28518,2332
21873,2331
40361,2329
